Source,Reference,Prediction,Sentence_BLEU
"Chủ yếu là mức độ nghi ngờ và rất nhẹ, không có trường hợp răng nhiễm fluor nặng, chỉ duy nhất một ca răng nhiễm fluor ở mức độ trung bình.","Mostly suspected and very mild, there was no case of severe fluor contaminated teeth. There was only one case of moderate fluor contaminated teeth.","It is mostly suspicious and very mild, there is no case of severe fluoride tooth infection, only one case of moderate fluoride tooth infection.",35.38049406567624
"Chỉ số răng nhiễm fluor trong cộng đồng theo chỉ số Dean ở trẻ 12 tuổi là 0,13 theo phân loại của Tổ chức Y tế Thế giới năm 2013 thuộc cộng đồng không bị nhiễm fluor răng.",The Dean's index of community fluor contaminated teeth in 12-year-old children was 0.13. This was a community without fluor contaminated teeth according to the 2013 classification of the World Health Organization.,The dental fluoride index in the community according to the Dean index in 12-year-olds was 0.13 according to the World Health Organization's 2013 classification of dental fluoride-free communities.,12.649941305665344
Đặc điểm khô mắt trên bệnh nhân mắc hội chứng Sjögren nguyên phát,Characteristics of dry eye in patients with primary Sjögren syndrome,Characteristics of dry eyes in patients with primary Sjögren syndrome,65.80370064762461
Khảo sát tính hợp lý trong sử dụng thuốc ức chế bơm proton (PPI) tại Bệnh viện Quân y 120 tỉnh Tiền Giang.,To investigate the reasonableness of using proton pump inhibitors (PPI) at 120 Military Hospital in Tien Giang province.,To investigate the reasonableness of the use of proton pump inhibitors (PPIs) at 120 Military Hospital in Tien Giang province.,65.6680744925114
Đơn thuốc chưa hợp lý trong sử dụng PPI chủ yếu là bệnh viêm dạ dày.,Unreasonable prescriptions in PPI used mainly gastritis.,The unreasonable prescription of PPI is mainly gastrointestinal inflammation.,5.522397783539471
Đối tượng và phương pháp: Nghiên cứu mô tả cắt ngang trên 4532 đơn thuốc khám bệnh ngoại trú của bệnh nhân được bác sĩ kê đơn thuốc từ ngày 01/7/2020 đến ngày 30/7/2020 tại các phòng khám thuộc khoa Khám bệnh – Bệnh viện Quân y 120.,"Subjects and methods: Cross-sectional descriptive study on 4532 outpatient prescriptions of patients who were prescribed drugs by doctors from July 1st, 2020 to July 30th, 2020 at clinics of the examination department - Military Hospital 120.","Subjects and methods: A cross-sectional descriptive study on 4532 outpatient medical prescriptions of patients prescribed by their physicians from July 01, 2020 to July 30, 2020 at the clinics of the Department of Disease Investigation - 120 Military Hospital.",29.463419484492338
"Kết quả: Tỷ lệ chỉ định thuốc ức chế bơm proton chưa an toàn chiếm 12,13%.",Results: Prescribing unsafe proton pump inhibitors accounted for 12.13%.,Results: The rate of prescribing unsafe proton pump inhibitors was 12.13%.,28.65612242047131
"Tỷ lệ đơn thuốc không có hướng dẫn thời gian sử dụng thuốc ức chế bơm proton (0,79%).",Percentage of prescriptions without instructions for use of proton pump inhibitors (0.79%).,The proportion of prescriptions without timing guidelines for using proton pump inhibitors (0.79%).,50.7196093945688
"Tỷ lệ đơn thuốc có tương tác thuốc là 52,14%, clopidogrel là thuốc tương tác được sử dụng chung với PPI nhiều nhất (48,3%).","The proportion of prescription drugs with drug interactions was 52.14%, clopidogrel was the most interactive drug commonly used with PPIs (48.3%).","The rate of prescription drug interactions was 52.14%, clopidogrel was the most commonly used drug interaction with PPI (48.3%).",52.87109234585631
"Tỷ lệ có chỉ định thuốc ức chế bơm proton chưa hợp lý là: 9,76%.",The proportion of proton pump inhibitors indicated unreasonable was 9.76%.,The proportion of unreasonable proton pump inhibitors indicated was: 9.76%.,37.40722556623096
"Tỷ lệ đơn thuốc có chỉ định thuốc ức chế bơm proton điều trị viêm dạ dày chiếm 66,14% so với tổng đơn thuốc có thuốc ức chế bơm proton chưa hợp lý.",The proportion of prescriptions with proton pump inhibitors for gastritis treatment accounted for 66.14% of the total number of prescriptions with proton pump inhibitors that were not reasonable.,The proportion of prescriptions with indicated proton pump inhibitors for gastric inflammation was 66.14% compared to the total prescription with unreasonable proton pump inhibitors.,27.06803812876791
"Kết luận: Tỷ lệ thuốc ức chế bơm proton chưa an toàn, chưa hợp lý, đơn thuốc không có hướng dẫn thời gian sử dụng thuốc ức chế bơm proton chiếm tỷ lệ thấp.",Conclusion: The proportion of proton pump inhibitors was not safe and reasonable and the proportion of prescription drugs with no instructions on how long to use proton pump inhibitors were low.,"Conclusion: The proportion of proton pump inhibitors is not safe, unreasonable, prescription without instructions on the time of use of proton pump inhibitors is low.",30.724949219500115
"Tỷ lệ đơn thuốc có tương tác chiếm tỷ lệ cao, clopidogrel là thuốc tương tác được sử dụng chung với PPI nhiều nhất.","The proportion of prescription interacting drugs accounted for a high proportion, clopidogrel was the most interactive drug commonly used with PPIs.","The proportion of interactive prescriptions is high, clopidogrel is the most commonly used interactive drug with PPI.",11.809544659117735
"Đánh giá mức độ tuân thủ theo dõi trị liệu vancomycin trước và sau khi có sự tham gia của dược sĩ lâm sàng tại Khoa Hồi sức tích cực – Chống độc, Bệnh viện Nguyễn Tri Phương","Evaluation of compliance with vancomycin therapy before and after the participation of clinical pharmacists at the department of intensive care medicine - anti toxicology, Nguyen Tri Phuong hospital","Evaluation of compliance with vancomycin therapy before and after the participation of clinical pharmacists at the Department of Active Immunology and Toxicology, Nguyen Tri Phuong Hospital",62.17888104002749
Tràn khí màng phổi tự phát tiên phát là bệnh lý thường xảy ra ở người trẻ với tỉ lệ tái phát nhất định.,Primary spontaneous pneumothorax is a common disease in young people with a recurrence rate.,Premature spontaneous pneumonia is a common disease in young people with a certain rate of recurrence.,52.58642024111224
"Hiện nay, chỉ định phẫu thuật nội soi lồng ngực trong điều trị tràn khí màng phổi tự phát tiên phát đã trở thành thường quy và khuyến cáo thực hiện sớm ngay với các trường hợp tràn khí lần đầu.","Currently, indications of video-assisted thoracoscopic surgery (VATS) in the routine treatment of primary spontaneous pneumothorax and it is recommended to perform early in the first episode of pneumothorax.","Currently, the indication of thoracoscopic surgery in the treatment of spontaneous pulmonary embolism has become the norm and is recommended to be done early in the first cases of embolism.",15.815783405728006
"Phương pháp: Nghiên cứu cắt ngang; Kết quả nghiên cứu ghi nhận ở các biến số: Tuổi, giới tính; chỉ định phẫu thuật; thời gian mổ... Số liệu được ghi nhận vào mẫu bệnh án nghiên cứu cho từng bệnh nhân và xử lý bằng chương trình SPSS 20.0.","Methods: Cross-sectional study; The research results were recorded in the following variables: age, sex; operative indications; operative time... The data were recorded in the research medical record for each patient and processed by the SPSS 20.0.","Methods: A cross-sectional study; The results of the study were recorded in the variables: Age, sex; surgical indications; time of operation... The data were recorded in the study case for each patient and treated with the SPSS 20.0 program.",36.490534433305704
Kết quả: Từ tháng 01/2018 đến 04/2021 tại trung tâm Tim mạch và Lồng ngực – Bệnh viện hữu nghị Việt Đức có 38 bệnh nhân được phẫu thuật nội soi lồng ngực điều trị tràn khí màng phổi tự phát tiên phát.,"Results: From January 2018 to April 2021 at Cardiovascular and Thoracic Center - Viet Duc University Hospital, 38 patients underwent video-assisted thoracoscopic surgery for primary spontaneous pneumothorax.","Results: From January 2018 to April 2021 at Heart and Chest Center - Vietnam German Friendly Hospital, 38 patients underwent chest laparoscopic surgery to treat spontaneous pulmonary embolism.",40.73859897689784
"Chỉ định phẫu thuật bao gồm: Tràn khí tái phát 44,74%; Rò khí kéo dài 21,05%; Kén khí lớn 21,05%; Tràn khí - tràn máu màng phổi 10,52%; Tràn khí 2 bên cùng lúc 2,63%.","Indications of VATS: Recurrent preumothorax 44, 74%; Prolonged preumothorax 21, 05%; bullae 21, 05%; preumothorax-hemothorax 10, 52%; bilateral spontaneous pneumothorax 2, 63%.",The surgical indications included: Recurrent ventilation 44.74%; prolonged ventilation 21.05%; large ventilation 21.05%; ventilation - pulmonary embolism 10.52%; simultaneous ventricular ventilation 2.63%.,4.728481742020942
Không có biến chứng cũng như tử vong.,There were no complications nor death.,There were no complications and no deaths.,36.55552228545123
"Theo dõi từ 1 tháng đến 24 tháng, không có trường hợp nào tái phát.","Follow-up from 1 month to 24 months, no cases of recurrence.","Tracking from 1 month to 24 months, there was no recurrence.",53.44445934790542
Kết quả điều trị viêm loét giác mạc do microsporidia bằng phẫu thuật ghép giác mạc xuyên,Outcomes of therapeutic penetrating keratoplasty for treating microsporidial keratitis,Results of microsporidia-induced corneal ulcer inflammation by transcorneal transplantation,4.767707020457095
"Bằng phương pháp phỏng vấn trực tiếp 156 người chăm sóc chính cho người bệnh tai biến mạch máu não đã được điều trị tại bệnh viện, hiện đang sinh sống tại quận Hà Đông, thành phố Hà Nội về kiến thức chăm sóc phục hồi chức năng cho người bệnh tại nhà, cho thấy kết quả như sau: Tỷ lệ người chăm sóc chính đạt kiến thức đầy đủ về từng nội dung chăm sóc người bệnh còn rất hạn chế: chỉ có 2/8 nội dung có tỷ lệ đạt trên 50%, đó là chăm sóc ăn uống (70,6%), chăm sóc phòng ngừa tắc mạch (55,8%).","By means of direct interviews with 156 primary caregivers for stroke patients who were treated at the hospital and are currently living in Ha Dong district in Hanoi, on rehabilitation care knowledge for patients at home, findings reveal: Percentage of primary carer full knowledge of the content of each patient care was limited: only 2 out of 8 contents reaching over 50%, which are eating care (70.6%) and occlusion preventive care (55.8%).","By directly interviewing 156 primary caregivers of patients with cerebral aneurysm who have been treated at the hospital, currently living in Ha Dong district, Hanoi city about the knowledge of rehabilitation care for patients at home, the results are as follows: The proportion of primary caregivers who have full knowledge of each patient care content is very limited: only 2/8 of the content has a rate of reaching over 50%, that is, nutritional care (70.6%), anti-convulsive care (55.8%).",33.11052223878653
"Đối với các nội dung chăm sóc còn lại, tỷ lệ người chăm sóc chính đạt kiến thức đầy đủ thấp: chăm sóc da (46,2%), chăm sóc đường tiểu, bàng quang (46,2%), chăm sóc phòng ngừa táo bón (13,5%), chăm sóc hô hấp (30,8%), chăm sóc tư thế đứng (46,9%), chăm sóc luyện tập, vận động (34,6%).","The remaining content ratio care primary caregivers full knowledge was low: skin care (46.2%), urinary tract care, bladder (46.2%), constipation preventive care (13.5%), respiratory care (30.8%), standing care (46.9%), care practice, athletes (34.6%).","For the remaining care contents, the proportion of primary caregivers achieved sufficient knowledge was low: skin care (46.2%), urethral care, bladder care (46.2%), antibacterial care (13.5%), respiratory care (30.8%), standing care (46.9%), exercise care, exercise (34.6%).",59.96753753851662
"Tỷ lệ người chăm sóc chính đạt yêu cầu cả 8 nội dung chăm sóc phục hồi chức năng tại nhà cho người bệnh tai biến mạch máu não chỉ chiếm 25,0%.",Percentage of primary care-givers pass all 8 contents of rehabilitation care at home for patients with stroke accounted for only 25.0%.,The proportion of primary caregivers who met the requirements of all 8 home rehabilitation care contents for patients with cerebral vascular accident accounted for only 25.0%.,27.22589423069702
Ghép giác mạc lớp trước sâu điều trị viêm loét giác mạc nhiễm trùng,Deep anterior lamellar keratoplasty to treat corneal perforation and descemetocele from microbial keratitis,Preprofound coronary angiography for treatment of infectious coronary ulcer,0.0
"Hội chứng TAFRO được báo cáo đầu tiên năm 2010 tại Nhật Bản, đăc trưng bởi giảm tiểu cầu, tràn dịch đa màng, xơ hoá tuỷ xương có reticulin, rối loạn chức năng thận, phì đại cơ quan.","TAFRO syndrome was first reported in 2010 in Japan. It is characterized by a constellation of symptoms: Thrombocytopenia, Anasarca, reticulin Fibrosis of the bone marrow, Renal dysfunction and Organomegaly (TAFRO).","TAFRO syndrome was first reported in 2010 in Japan, characterized by thrombocytopenia, multiplatelet overflow, reticulin-containing bone marrow fibrosis, renal dysfunction, organ hypertrophy.",24.641462986906294
"Bệnh thường gặp ở người già hoặc trung niên, rất hiếm gặp ở thanh thiếu niên.","TAFRO syndrome often occurs in the middle-aged and the elderly, and is rarely seen in adolescents.","The disease is common in older or middle-aged people, very rare in adolescents.",9.89873368902823
Chúng tôi báo cáo một ca bệnh ở trẻ nhỏ đầu tiên được chẩn đoán hội chứng TAFRO và điều trị thành công bằng Cyclospron A tại bệnh viện Nhi Trung ương.,"Here we report the first child case diagnosed with TAFRO syndrome, and successfully treated with Cyclosporin A in the national children hospital.",We report a case in the first infant diagnosed with TAFRO syndrome and successfully treated with Cyclospron A at the National Children's Hospital.,25.172695697832534
"Trẻ được chẩn đoán hội chứng TAFRO, và điều trị prednisone 1 mg / kg / ngày phối hợp cyclosporinA 4 mg / kg / ngày được 2 tuần, trẻ hết sốt, hết phù, tiểu cầu máu tăng, chức năng thận cải thiện","He was diagnosed with TAFRO syndrome, treated by prednisone 1mg / kg / day combined with cyclosporin A 4mg / kg / day for 2 weeks. Improvement seen with no fever, no edema, increased platelets, and improved kidney function.","Children diagnosed with TAFRO syndrome, and prednisone 1 mg / kg / day combined with cyclosporinA 4 mg / kg / day for 2 weeks, children with fever, dysplasia, hyperplasia, improved renal function",34.01876386907594
Sự biểu lộ của C-met trong ung thư biểu mô tuyến dạ dày vùng hang vị,C-met expression in gastric adenocarcinoma,C-met manifestation in cavernous gastric pancreatic cancer,8.643019616048525
"Mô tả đặc điểm lâm sàng và tình trạng bệnh viêm quanh răng của bệnh nhân đến khám Bệnh viện Thanh Nhàn, Hà Nội.","To describe clinical characteristics of periodontitis patients at Thanh Nhan Hospital, Hanoi.","Describe the clinical characteristics and condition of dental inflammatory disease of patients visiting Thanh Nhan Hospital, Hanoi.",29.660903203497252
"Đối tượng và phương pháp: 103 bệnh nhân đến khám tại khoa Răng Hàm Mặt, Bệnh viện Thanh Nhàn, Hà Nội.","Subjects and method: 103 patients who were examined at Odonto - Stomatology department, Thanh Nhan hospital.","Subjects and methods: 103 patients were examined at the Department of Prosthodontics, Thanh Nhan Hospital, Hanoi.",18.14330412766592
Phương pháp: Mô tả cắt ngang.,Descriptive cross-sectional study.,Method: Cross-sectional description.,10.682175159905848
"Kết quả và kết luận: Độ sâu trung bình túi quanh răng của bệnh nhân là 3,25 ± 1,36 mm.","Results and conclusion: Periodontal pocket depth (PPD) was 3, 25 ± 1, 36 mm.",Results and conclusions: The mean depth of the patient's surrounding tooth was 3.25 ± 1.36 mm.,6.464268536133468
Độ sâu trung bình túi quanh răng và mức độ mất bám dính tương đương ở 2 hàm và tăng dần theo tuổi.,Periodontal pocket depth (PPD) and clinical attachment loss (CAL) were the same at upper and lower teeth and increased by age.,The average depth of the surrounding tooth and the degree of adhesion loss are equivalent in 2 jaws and increase gradually with age.,3.9597297189985516
Chỉ số lợi GI và chỉ số vệ sinh răng miệng OHI-S tăng dần theo nhóm tuổi và độ sâu trung bình túi quanh răng.,Gingival index (GI) score and Oral Hygiene Index-Simplified (OHI-S) increased by age and the mean probing pocket depth (PPD).,The GI benefit index and the OHI-S oral hygiene index increased gradually according to age group and average depth of the surrounding tooth.,4.329034362369369
Điều trị phẫu thuật hẹp niệu đạo sau mổ lỗ tiểu thấp: Kinh nghiệm ở 49 bệnh nhân,Surgical Treatment of Urethral Stricture After Hypospadias Repair: Experience on 49 Patients,Treatment of urethral resection after low urethral resection: experience in 49 patients,7.347053125977879
"Trong nghiên cứu này, phương pháp Folin-Ciocalteu được áp dụng để xác định hàm lượng polyphenol tổng (quy về milli đương lượng gam của gallic acid, GAE) trong các mẫu trà thành phẩm (ba mẫu trà cổ thụ bao gồm trà đỏ, trà xanh, trà trắng và một mẫu trà oolong) dựa trên ISO 14502 - 1:2 005 với một số thay đổi, cụ thể là chiết một lần bằng dung môi chiết methanol: nước (7:3, v / v) có sự hỗ trợ của siêu âm ở 70 oC với tỉ lệ chiết 0.2 00:1 0.00 (g: mL).","In this study, the Folin-Ciocalteu method was applied to determine the total polyphenol contents (referred to milligrams gallic acid mass equivalence or GAE) in tea products (one oolong and three ancient teas, including red, green, and white) based on ISO 14502 - 1: 2005 with some modifications, typically ultrasonic-assisted single extraction using methanol: water (7: 3 v / v) as an extraction solvent at 70oC with the extraction ratio of 0.200: 10.00 (g: mL).","In this study, the Folin-Ciocalteu method was used to determine the total polyphenol content (in terms of milliliters of gram of gallic acid, GAE) in finished tea samples (three samples of traditional tea including red tea, green tea, white tea and one sample of oolong tea) based on ISO 14502 - 1:2005 with some variations, namely one-time extraction with methanol extraction solution: water (7:3, v / v) has ultrasonic support at 70 oC with a 0.2 extraction rate.",33.47646902275149
